eurostar
99.19999695
86.90000153
108.5
119
121.0999985
117.8000031
111.1999969
102.8000031
93.09999847
94.19999695
81.40000153
57.40000153
52.5
59.09999847
73.80000305
99.69999695
97.69999695
103.4000015
103.5
94.69999695
86.5
101.8000031
75.59999847
65.59999847
